popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0.175454,3752316.162340903,143597.0,Undertow,Jamie Bell|Kristen Stewart|Robert Longstreet|Terry Loughlin|Dermot Mulroney,David Gordon Green,uncle|grandparents|independent film,108,Drama|Thriller,unknown,11,5.9,2004
0.173273,3752316.162340903,4641089.515847268,Unstoppable,Wesley Snipes|Stuart Wilson|Mark Sheppard|David Schofield|Nicholas Aaron,David Carson,unknown,96,Action|Drama|Thriller,Millennium Films,15,5.5,2004
0.16812,90.0,4641089.515847268,Farscape The Peacekeeper Wars,Claudia Black|Ben Browder|Anthony Simcoe|Gigi Edgley|Wayne Pygram,Brian Henson,adventure|farscape|tv mini-series,182,Action|Comedy|Romance|Science Fiction|Thriller,"Jim Henson Productions|Jim Henson Company, The",31,6.8,2004
0.226049,3752316.162340903,4641089.515847268,The Door in the Floor,Jeff Bridges|Kim Basinger|Elle Fanning|Jon Foster,Tod Williams,beach|infidelity|book|assistant|innocence,111,Drama,Revere Pictures|Focus Features,19,5.6,2004
0.166159,3752316.162340903,4641089.515847268,Criminal,John C. Reilly|Diego Luna|Maggie Gyllenhaal|Peter Mullan|Zitto Kazann,Gregory Jacobs,con man|con artist,87,Action|Comedy|Thriller,2929 Productions|Warner Bros.|Criminal Films Inc.,15,6.4,2004
0.164872,3752316.162340903,4641089.515847268,The Toolbox Murders,Brent Roam|Angela Bettis|Rance Howard|Juliet Landau|Marco RodrÃ­guez,Tobe Hooper,supernatural|psychopath|remake|murder|independent film,95,Mystery|Horror|Thriller,Alpine Pictures|Scary Movies LLC|Toolbox Murders Inc.|Toolbox Films,12,5.1,2004
0.180954,3752316.162340903,4641089.515847268,Inside I'm Dancing,James McAvoy|Romola Garai|Steven Robertson|Alan King|Brenda Fricker,Damien O'Donnell,unknown,104,Drama|Foreign,WT2 Productions,30,6.7,2004
0.156769,2600000.0,3166000.0,Riding Giants,Jeff Clark|Darrick Doerner|Laird Hamilton|Dave Kalama|David H. Kalama Jr.,Stacy Peralta,ocean|california|sea|beach|surfer,105,Documentary,unknown,13,6.9,2004
0.154904,3752316.162340903,4641089.515847268,Enduring Love,Daniel Craig|Rhys Ifans|Samantha Morton|Bill Nighy|Susan Lynch,Roger Michell,picnic|hot air balloon|rescue,100,Drama|Thriller|Mystery,unknown,17,5.2,2004
0.154834,1000000.0,4641089.515847268,Speak,Kristen Stewart|Elizabeth Perkins|Steve Zahn|Allison Siko|D. B. Sweeney,Jessica Sharzer,rape|trauma|high school|independent film|mute,89,Drama,Showtime Networks,82,6.7,2004
0.076289,3752316.162340903,4641089.515847268,Mujhse Shaadi Karogi,Salman Khan|Akshay Kumar|Priyanka Chopra|Amrita Arora|Amrish Puri,David Dhawan,unknown,164,Drama|Comedy|Romance|Foreign,unknown,14,6.8,2004
0.154421,500000.0,603943.0,Mean Creek,Rory Culkin|Scott Mechlowicz|Trevor Morgan|Josh Peck|Ryan Kelley,Jacob Aaron Estes,suicide|alcohol|secret|birthday|lake,90,Crime|Drama,Whitewater Films,33,7.3,2004
0.150707999999999,3752316.162340903,4641089.515847268,Chin Kei Bin 2 - Fa Tou Tai Kam,Donnie Yen|Charlene Choi|Gillian Chung|Edison Chen|Tony Leung Ka-Fai,Corey Yuen Kwai|Patrick Leung,saving the world|fictional place|emperor|chosen one,106,Adventure|Action|Comedy|Science Fiction,unknown,16,5.2,2004
0.148092,3752316.162340903,4641089.515847268,Ae Fond Kiss...,Atta Yaqub|Eva Birthistle|Shamshad Akhtar|Ghizala Avan|Shabana Akhtar Bakhsh,Ken Loach,muslim|glasgow|tradition|immigration|love of one's life,104,Drama|Romance,Scottish Screen|CinÃ©art|Bianca Film,14,6.1,2004
0.145065,3000000.0,2037545.0,We Don't Live Here Anymore,Mark Ruffalo|Laura Dern|Peter Krause|Naomi Watts|Sam Charles,John Curran,adultery|loyalty|forbidden love|marriage|romance,101,Drama|Romance,Front Street Productions|Renaissance Films|Warner Bros.,14,6.4,2004
0.144917,3752316.162340903,4641089.515847268,Dead Man's Shoes,Paddy Considine|Gary Stretch|Toby Kebbell|Jo Hartley|Seamus O'Neill,Shane Meadows,rage and hate|brother|revenge|punishment|home movie footage,90,Drama|Thriller|Crime,EM Media|Big Arty Productions|Film4|Warp Films,50,7.3,2004
0.330795,3752316.162340903,4641089.515847268,Frankenstein,Luke Goss|Alec Newman|Julie Delpy|William Hurt|Donald Sutherland,Kevin Connor,monster|frankenstein,115,Drama|Horror|Science Fiction|Mystery,Hallmark Entertainment|RTL2,10,5.8,2004
0.139783,20000000.0,4641089.515847268,De-Lovely,Kevin Kline|Ashley Judd|Jonathan Pryce|Kevin McNally|Sandra Nelson,Irwin Winkler,musical|biography|hollywood|theater,125,Drama|Music,Metro-Goldwyn-Mayer (MGM)|Winkler Films|Potboiler Productions,18,6.1,2004
0.102266,3752316.162340903,4641089.515847268,Dave Chappelle: For What it's Worth,Dave Chappelle,Stan Lathan,stand-up|live comedy|comedy|fillmore|stand up comedy,58,Comedy,unknown,15,7.4,2004
0.137973,3752316.162340903,4641089.515847268,Vinci,Robert WiÄ™ckiewicz|Borys Szyc|Mieczyslaw Grabka|Marcin DorociÅ„ski|Jan Machulski,Juliusz Machulski,unknown,108,Action|Comedy|Foreign,unknown,11,6.8,2004
0.135381,30000000.0,14000000.0,Welcome to Mooseport,Ray Romano|Gene Hackman|Marcia Gay Harden|Maura Tierney|June Squibb,Donald Petrie,unknown,110,Comedy,20th Century Fox,26,4.8,2004
0.129784999999999,3752316.162340903,4641089.515847268,Chris Rock: Never Scared,Chris Rock,Joel Gallen,stand-up|stand up comedy,91,Comedy,Tenth Planet Productions|Home Box Office (HBO)|CR Enterprises,10,6.6,2004
0.0533,3752316.162340903,4641089.515847268,Bobby Jones: Stroke of Genius,Jim Caviezel|Claire Forlani|Jeremy Northam|Malcolm McDowell|Aidan Quinn,Rowdy Herrington,sport,120,Drama,Dean River Productions|Bobby Jones Films LLC|LIFE(n)|McDongall Films,14,5.9,2004
0.126695,3752316.162340903,4641089.515847268,Creep,Franka Potente|Vas Blackwood|Ken Campbell|Jeremy Sheffield|Paul Rattray,Christopher Smith,monster|subway|cellar|prosecution|insanity,85,Horror|Thriller|Mystery,Filmstiftung NRW|Dan Films|UK Film Council|Zero Film GmbH,77,5.6,2004
0.316869,3752316.162340903,4641089.515847268,Kim Possible: A Sitch in Time,Christy Carlson Romano|Will Friedle|Nancy Cartwright|Tahj Mowry|Gary Cole,Steve Loter,time travel|dystopia|alternate reality,66,Action|Adventure|Animation|Family,unknown,39,6.1,2004
0.125361,10000000.0,4641089.515847268,The Brown Bunny,Vincent Gallo|ChloÃ« Sevigny|Cheryl Tiegs|Elizabeth Blake|Anna Vareschi,Vincent Gallo,rape|ambulance|ex-girlfriend|memory|unsimulated sex,93,Drama,Wild Bunch|KinÃ©tique Inc.|Vincent Gallo Productions,23,5.5,2004
0.125335,3752316.162340903,4641089.515847268,Gracie's Choice,Kristen Bell|Diane Ladd|Shedrack Anderson III|Anne Heche|Kristin Fairlie,Peter Werner,unknown,90,TV Movie|Drama,unknown,10,6.7,2004
0.119945,3752316.162340903,4641089.515847268,The Cutting Edge: The Magic of Movie Editing,Martin Scorsese|Quentin Tarantino|Jodie Foster|Steven Spielberg|James Cameron,Wendy Apple,film history|editing|old movie|film editor|woman director,98,Documentary,British Broadcasting Corporation (BBC)|A.C.E.|NHK Enterprises|TCEP Inc.,16,7.4,2004
0.11766,3752316.162340903,4641089.515847268,Eulogy,Hank Azaria|Jesse Bradford|Zooey Deschanel|Glenne Headly|Famke Janssen,Michael Clancy,family secrets|dysfunctional family|independent film|death in family|family conflict,91,Comedy|Drama,Myriad Pictures|Artisan Entertainment|Eulogy Productions LLC|Ovation Entertainment,12,5.9,2004
0.109123,3000000.0,5923000.0,Never Die Alone,DMX|Michael Ealy|Drew Sidora|David Arquette|Antwon Tanner,Ernest R. Dickerson,unknown,88,Action|Adventure|Crime|Drama|Thriller,unknown,19,6.1,2004
0.092713,3752316.162340903,4641089.515847268,Something the Lord Made,Alan Rickman|Mos Def|Kyra Sedgwick|Gabrielle Union|Merritt Wever,Joseph Sargent,biography|surgery,110,TV Movie|Drama,Nina Saxon Film Design|HBO Films,19,6.8,2004
0.090812,5000000.0,4641089.515847268,Decoys,Kim Poirier|Stefanie von Pfetten|Elias Toufexis|Meghan Ory|Ennis Esmer,Matthew Hastings,unknown,95,Horror|Science Fiction|Thriller,unknown,12,4.4,2004
0.08977,3752316.162340903,4641089.515847268,The Power of Nightmares,Gilles Kepel|Melvin Goodman|Stephen Holmes|William Kristol|Michael Ledeen,Adam Curtis,unknown,180,Documentary,unknown,14,7.6,2004
0.088875,3752316.162340903,4641089.515847268,Satan's Little Helper,Katheryn Winnick|Alexander Brickel|Stephen Graham|Amanda Plummer|Wass Stevens,Jeff Lieberman,halloween|psychopath|stalker|disguise,100,Horror|Romance|Comedy,Intrinsic Value Films|Satan's Little Company LLC,13,5.2,2004
0.229352,6000000.0,4641089.515847268,Crimen Ferpecto,Guillermo Toledo|MÃ³nica Cervera|Luis Varela|Enrique VillÃ©n|Fernando Tejero,Ãlex de la Iglesia,sex|orgy|department store|underwear|ambition,105,Comedy|Thriller|Crime|Foreign,unknown,33,6.5,2004
0.082116,823258.0,823258.0,Narco,Guillaume Canet|Zabou Breitman|Guillaume Gallienne|FranÃ§ois BerlÃ©and|Jean-Pierre Cassel,Tristan Aurouet|Gilles Lellouche,dream|narkolepsy|group therapy|therapist|comic book,105,Comedy,StudioCanal|M6 Films|Les Productions du TrÃ©sor|TF1 Films Production,26,5.8,2004
0.080157,3752316.162340903,4641089.515847268,Zenon: Z3,Kirsten Storms|Lauren Maltby|Alyson Morgan|Stuart Pankin|Holly Fulger,Steve Rash,unknown,95,TV Movie|Comedy|Adventure|Family,unknown,13,4.8,2004
0.078715,3500000.0,4641089.515847268,D.E.B.S.,Sara Foster|Meagan Good|Jordana Brewster|Christina Kirk|Geoff Stults,Angela Robinson,coming out|lesbian|female protagonist|closeted homosexual|based on short film,91,Action|Comedy,unknown,43,5.0,2004
0.077303,3752316.162340903,4641089.515847268,You Got Served,Marques Houston|Omarion|J-Boog|Lil' Fizz|Raz B,Chris Stokes,hip-hop|dance performance|dance|breakdance|musical,95,Drama,unknown,37,5.1,2004
0.075496,3752316.162340903,4641089.515847268,Alone in the Wilderness,Dick Proenneke|Bob Swerer Jr.|Wendy Ishii|Pamela Guest|Bob Swerer Sr.,Dick Proenneke|Bob Swerer Sr.|Bob Swerer Jr.,wilderness|log cabin|hermit,57,Documentary|History,Bob Swerer Productions,11,7.5,2004
0.06926,3752316.162340903,4641089.515847268,Palindromes,Matthew Faber|Angela Pietropinto|Bill Buell|Emani Sledge|Ellen Barkin,Todd Solondz,unknown,100,Comedy|Drama,unknown,17,6.4,2004
0.001315,3752316.162340903,4641089.515847268,SoupÃ§ons,Michael Peterson,Jean-Xavier de Lestrade,unknown,360,Drama|Documentary,unknown,12,7.5,2004
0.057343,3752316.162340903,4641089.515847268,Mensonges Et Trahisons Et Plus Si AffinitÃ©s...,Edouard Baer|Clovis Cornillac|Marie-JosÃ©e Croze|Alice Taglioni|Eric Berger,Laurent Tirard,paris,90,Comedy|Romance,unknown,13,6.8,2004
0.04548,8800000.0,4641089.515847268,The I Inside,Ryan Phillippe|Sarah Polley|Piper Perabo|Robert Sean Leonard|Stephen Rea,Roland Suso Richter,infidelity|amnesia|paranoia|nightmare|time,90,Thriller|Mystery|Science Fiction,Miramax Films|Dimension Films|MDP Worldwide|RCD Productions Ltd.,23,5.8,2004
0.042066,3752316.162340903,4641089.515847268,Saint Ralph,Adam Butcher|Campbell Scott|Michael Kanev|Gordon Pinsent|Tamara Hope,Michael McGowan,sport|independent film,95,Comedy|Drama,Alliance Atlantis Communications|Amaze Film + Television|Running Miracles Productions,14,6.3,2004
0.022891,3752316.162340903,4641089.515847268,Bring It On Again,Anne Judson-Yager|Bree Turner|Kevin Cooney|Faune A. Chambers|Felicia Day,Damon Santostefano,competition|cheerleader|adversary|sport|high school,90,Comedy,Universal Pictures,47,5.1,2004
0.021222,3752316.162340903,4641089.515847268,Matando Cabos,Tony Dalton|Ana Claudia TalancÃ³n|Pedro ArmendÃ¡riz Jr.|Kristoff|RaÃºl MÃ©ndez,Alejandro Lozano,ransom|kidnapper|kidnapping and murder|kidney transplant ,94,Action|Adventure|Comedy|Crime|Foreign,unknown,13,7.4,2004
0.188156,3752316.162340903,4641089.515847268,I Am David,Ben Tibber|Jim Caviezel|Joan Plowright|Hristo Shopov|Silvia De Santis,Paul Feig,unknown,90,Drama|Family,unknown,12,6.4,2004
0.00824,3752316.162340903,4641089.515847268,Khakee,Aishwarya Rai Bachchan|Amitabh Bachchan|Akshay Kumar|Ajay Devgn|Tusshar Kapoor,Rajkumar Santoshi,unknown,174,Action,unknown,10,5.7,2004
0.006346,3752316.162340903,127067.0,DiG!,The Dandy Warhols|The Brian Jonestown Massacre|Genesis P-Orridge|Adam Shore,Ondi Timoner,bus|junkie|heroin|career|musical,107,Documentary|Music,unknown,12,6.8,2004
0.003461,3752316.162340903,4641089.515847268,Cazuza - O tempo nÃ£o pÃ¡ra,Daniel de Oliveira|Marieta Severo|Reginaldo Faria|EmÃ­lio de Mello|AndrÃ©a BeltrÃ£o,Walter Carvalho|Sandra Werneck,brazilian|biography|woman director,98,Drama|Music,unknown,16,6.7,2004
0.003456,3752316.162340903,4641089.515847268,In questo mondo di ladri,Carlo Buccirosso|Valeria Marini|Biagio Izzo|Enzo Iacchetti|Max Pisu,Carlo Vanzina,unknown,91,Comedy,unknown,10,5.2,2004
0.001531,3752316.162340903,4641089.515847268,Long Way Round,Ewan McGregor|Charley Boorman,Russ Malkin|David Alexanian,unknown,294,Documentary|Adventure,unknown,11,7.0,2004
0.001117,350000.0,3515061.0,Born into Brothels,Zana Briski|Avijit|Geeta Masi|Kochi|Mamuni,Zana Briski|Ross Kauffman,prostitute|red-light disctrict|human trafficking|calcutta|illegal prostitution,85,Documentary,unknown,23,6.4,2004
0.949381,2000000.0,46122355.0,Deliverance,Jon Voight|Burt Reynolds|Ned Beatty|Ronny Cox|Ed Ramey,John Boorman,strangeness|wound|wilderness|canoe|rafting,109,Drama|Adventure|Thriller,Warner Bros.|Elmer Enterprises,209,7.0,1972
0.881814,1800000.0,9700000.0,Conquest of the Planet of the Apes,Roddy McDowall|Don Murray|Joyce Haber|Ricardo Montalban|Natalie Trundy,J. Lee Thompson,circus|pet|human being|dystopia|insurrection,88,Action|Science Fiction,Twentieth Century Fox Film Corporation|APJAC Productions,109,6.1,1972
0.669045,6000000.0,4641089.515847268,Cabaret,Liza Minnelli|Michael York|Helmut Griem|Joel Grey|Fritz Wepper,Bob Fosse,berlin|sex|entertainer|cabaret|gramophone,124,Drama|Music|Romance,ABC Pictures|Bavaria Film|Allied Artists Pictures,76,6.9,1972
0.599109,3500000.0,12600000.0,Frenzy,Jon Finch|Alec McCowen|Barry Foster|Billie Whitelaw|Anna Massey,Alfred Hitchcock,london|rape|police|suspense|serial killer,116,Crime|Drama|Mystery|Thriller,Universal Pictures,58,6.9,1972
0.476664,3752316.162340903,6330000.0,Joe Kidd,Clint Eastwood|Robert Duvall|John Saxon|Don Stroud|Stella Garcia,John Sturges,pistol|violence|mexican|gun violence|cowboy shirt,88,Western,Universal Pictures|Malpaso Productions,25,6.2,1972
0.450264,1000000.0,4641089.515847268,Silent Running,Bruce Dern|Cliff Potts|Ron Rifkin|Jesse Vint|Steven Brown,Douglas Trumbull,space marine|sunlight|plants|space travel|saturn,89,Adventure|Drama|Science Fiction,Universal Pictures|Trumbull/Gruskoff Productions,69,6.1,1972
0.432033,3200000.0,4641089.515847268,Slaughterhouse-Five,Michael Sacks|Ron Leibman|Eugene Roche|Sharon Gans|Valerie Perrine,George Roy Hill,future|dresden|pilgrim|alien|optometrist,104,Comedy|Drama|Fantasy|Science Fiction,Vanadas Productions,17,6.0,1972
0.412913,12000.0,6000000.0,Pink Flamingos,Divine|David Lochary|Mary Vivian Pearce|Mink Stole|Danny Mills,John Waters,gay|trailer park|pop culture|drug dealer|heroin,93,Comedy,Dreamland Productions,51,6.3,1972
0.400301,2000000.0,18016290.0,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Woody Allen|John Carradine|Lou Jacobi|Louise Lasser|Anthony Quayle,Woody Allen,transsexuality|perversity|sperm|orgasm|sodomy,88,Comedy,United Artists,93,6.5,1972
0.384557,300000.0,4641089.515847268,Horror Express,Christopher Lee|Peter Cushing|Telly Savalas|Alberto de Mendoza|Silvia Tortosa,Eugenio MartÃ­n,monk|monster|expedition|russia|cossack,90,Horror,Granada Films|Benmar Productions,19,6.6,1972
0.384193,90000.0,4641089.515847268,The Last House on the Left,Sandra Peabody|Lucy Grantham|David Hess|Fred J. Lincoln|Jeramie Rain,Wes Craven,rape|gun|birthday|concert|death of a child,84,Horror|Thriller,Lobster Enterprises|Sean S. Cunningham Films|The Night Co.,46,6.1,1972
0.52835,3752316.162340903,4641089.515847268,"What's Up, Doc?",Barbra Streisand|Ryan O'Neal|Madeline Kahn|Kenneth Mars|Austin Pendleton,Peter Bogdanovich,san francisco|chaos,94,Comedy|Romance,Saticoy Productions|Warner Bros.,28,7.3,1972
0.36795,3752316.162340903,4641089.515847268,Jeremiah Johnson,Robert Redford|Will Geer|Delle Bolton|Josh Albee|Joaquin Martinez,Sydney Pollack,loss of son|rocky mountains|cabin|survival|snow,108,Action|Drama|Western,Warner Bros.|Sanford Productions (III),45,7.0,1972
0.338541,3752316.162340903,4641089.515847268,Chato's Land,Charles Bronson|Jack Palance|James Whitmore|Simon Oakland|Ralph Waite,Michael Winner,rape|posse|dead horse|canteen|carcass,110,Action|Adventure|Western,Scimitar Films,15,6.6,1972
0.291807,3752316.162340903,4641089.515847268,The Mechanic,Charles Bronson|Jan-Michael Vincent|Jill Ireland|Tak Kubota|Keenan Wynn,Michael Winner,map|hitman|professional hit|lock pick|exploding motorcycle,100,Action|Crime|Thriller,Chartoff-Winkler Productions|Carlino Productions,26,6.5,1972
0.269252,3752316.162340903,4641089.515847268,Sleuth,Laurence Olivier|Michael Caine|Alec Cawthorne|John Matthews|Eve Channing,Joseph L. Mankiewicz,upper class|robbery|infidelity|rival in love|author,138,Thriller|Mystery,Palomar Pictures,59,7.1,1972
0.265891,3752316.162340903,7500000.0,The Cowboys,John Wayne|Roscoe Lee Browne|Bruce Dern|Colleen Dewhurst|Alfred Barker Jr.,Mark Rydell,boy|beef|cattle drive|rancher|cattle,131,Action|Adventure|Drama|Western,Warner Bros.,30,6.6,1972
0.260584,3352254.0,58831997.0,The Getaway,Steve McQueen|Ali MacGraw|Ben Johnson|Al Lettieri|Sally Struthers,Sam Peckinpah,on the run,118,Action|Crime|Thriller,First Artists,42,7.2,1972
0.234241,3752316.162340903,4641089.515847268,"Now You See Him, Now You Don't",Kurt Russell|Cesar Romero|Joe Flynn|Jim Backus|William Windom,Robert Butler,robbery|invention|college|student|invisible,88,Comedy|Family,Walt Disney Productions,17,7.6,1972
0.248258,3752316.162340903,4641089.515847268,Tales from the Crypt,Joan Collins|Peter Cushing|Roy Dotrice|Richard Greene|Ian Hendry,Freddie Francis,santa claus|anthology film|crypt keeper|monkeys paw|jingle bells,92,Horror,Amicus Productions|Metromedia Producers Corporation,19,8.0,1972
0.170549,3752316.162340903,4641089.515847268,"Play It Again, Sam",Woody Allen|Diane Keaton|Tony Roberts|Jerry Lacy|Susan Anspach,Herbert Ross,date|hallucination|idol|advice|make a match,85,Comedy|Drama|Romance,Paramount Pictures,50,7.2,1972
0.230608,600000.0,4641089.515847268,Boxcar Bertha,Barbara Hershey|David Carradine|Barry Primus|Bernie Casey|John Carradine,Martin Scorsese,depression|labor organizer,92,Crime|Drama|Romance|Thriller,American International Pictures (AIP),13,5.8,1972
0.265169,3752316.162340903,4641089.515847268,Pink Floyd: Live at Pompeii,Roger Waters|David Gilmour|Richard Wright|Nick Mason,Adrian Maben,rock|concert|progressive rock|pompeii|stylish,85,Music|Documentary,unknown,15,7.4,1972
0.220365,3752316.162340903,4641089.515847268,Carry On Abroad,Sid James|Kenneth Williams|Charles Hawtrey|Joan Sims|Bernard Bresslaw,Gerald Thomas,unknown,88,Comedy,The Rank Organisation,10,5.7,1972
0.513571,3752316.162340903,4641089.515847268,Avanti!,Jack Lemmon|Juliet Mills|Clive Revill|Edward Andrews|Gianfranco Barra,Billy Wilder,italy|loss of mother|loss of father|island,140,Comedy|Drama|Romance,The Mirisch Corporation,17,6.5,1972
0.198304,850000.0,4641089.515847268,Fritz the Cat,Skip Hinnant|Rosetta LeNoire|John McCurry|Phil Seuling,Ralph Bakshi,new york|male nudity|neo-nazi|sex|cat,78,Animation|Comedy|Drama,Film Roman|Starz Media|Anchor Bay Films,19,6.3,1972
0.186995,3752316.162340903,4641089.515847268,The Candidate,Robert Redford|Peter Boyle|Melvyn Douglas|Don Porter|Allen Garfield,Michael Ritchie,politics,110,Comedy|Drama,Warner Bros.|Redford-Ritchie Productions,14,6.7,1972
0.236771,3752316.162340903,4641089.515847268,Across 110th Street,Anthony Quinn|Yaphet Kotto|Anthony Franciosa|Antonio Fargas|Gloria Hendry,Barry Shear,suspense|blaxploitation,102,Action|Crime|Drama|Thriller,Film Guarantors,12,5.9,1972
0.174908999999999,3752316.162340903,4641089.515847268,"Snoopy, Come Home",Chad Webber|Robin Kohn|Stephen Shea|David Carey|Johanna Baer,Bill Melendez,unknown,81,Family,unknown,10,6.0,1972
0.130781,3752316.162340903,4641089.515847268,The Life and Times of Judge Roy Bean,Paul Newman|Jacqueline Bisset|Ned Beatty|Anthony Perkins|Victoria Principal,John Huston,judge|outlaw|lawyer,120,Action|Comedy|Western,First Artists|National General Pictures,11,6.0,1972
0.095011,3752316.162340903,4641089.515847268,The Other,Uta Hagen|Diana Muldaur|Chris Udvarnoky|Martin Udvarnoky|Norma Connolly,Robert Mulligan,twin brothers,108,Drama|Horror|Mystery,Twentieth Century Fox Film Corporation|Benchmark|Rem,10,5.3,1972
0.200809,3752316.162340903,4641089.515847268,Asylum,Peter Cushing|Patrick Magee|Herbert Lom|Britt Ekland|Barry Morse,Roy Ward Baker,asylum|insane asylum|psychiatrist|anthology film|mental asylum,88,Horror|Thriller|Mystery,Amicus Productions,11,5.7,1972
0.091922,500000.0,4641089.515847268,Blacula,William Marshall|Vonetta McGee|Denise Nicholas|Thalmus Rasulala|Gordon Pinsent,William Crain,vampire|blaxploitation|campy,93,Horror|Thriller,American International Pictures (AIP)|Power Productions,16,6.1,1972
0.152463,3752316.162340903,4641089.515847268,Milano Calibro 9,Gastone Moschin|Barbara Bouchet|Mario Adorf|Frank Wolff|Luigi Pistilli,Fernando Di Leo,organized crime,100,Crime|Action,unknown,11,6.6,1972
0.069248,3752316.162340903,4641089.515847268,Carry On Matron,Sid James|Kenneth Williams|Charles Hawtrey|Joan Sims|Hattie Jacques,Gerald Thomas,1970s|gang of thieves|comedy|carry on|hospital,87,Comedy,The Rank Organisation,10,5.8,1972
0.058828,3752316.162340903,4641089.515847268,Night of the Lepus,Stuart Whitman|Janet Leigh|Rory Calhoun|DeForest Kelley|Paul Fix,William F. Claxton,rabbit|dead family|giant animal|mutant animal|pantyhose,88,Horror|Science Fiction,A.C. Lyles Productions,10,5.7,1972
0.037191,75000.0,4641089.515847268,Dr. Phibes Rises Again,Vincent Price|Robert Quarry|Peter Cushing|Beryl Reid|Valli Kemp,Robert Fuest,egypt|organ|immortality|sequel|murder,89,Comedy|Horror,American International Pictures (AIP),15,6.2,1972
0.024345,3752316.162340903,4641089.515847268,Fat City,Stacy Keach|Jeff Bridges|Susan Tyrrell|Candy Clark|Nicholas Colasanto,John Huston,transporter|boxer|boxing match|sport|gritty,100,Drama,Columbia Pictures Corporation|Rastar Pictures,12,5.9,1972
1.392663,4500000.0,58853106.0,The Blue Lagoon,Brooke Shields|Christopher Atkins|Leo McKern|William Daniels|Jeffrey Kleiser,Randal Kleiser,sexual identity|shipwreck|lovers|stranded|marooned,104,Romance|Adventure|Drama,Columbia Pictures Corporation,172,5.8,1980
1.24642,550000.0,59754601.0,Friday the 13th,Betsy Palmer|Adrienne King|Harry Crosby|Laurie Bartram|Jeannine Taylor,Sean S. Cunningham,drowning|lake|cabin|cult|revenge,95,Horror,Paramount Pictures|Georgetown Productions Inc.|Sean S. Cunningham Films,282,6.4,1980
1.06566,3752316.162340903,21202829.0,Fame,Eddie Barth|Irene Cara|Lee Curreri|Laura Dean|Antonia Franceschi,Alan Parker,dance performance|dance|musical|rival,134,Drama,Metro-Goldwyn-Mayer (MGM),37,5.8,1980
0.915548,35000000.0,27107960.0,Flash Gordon,Sam J. Jones|Melody Anderson|Max von Sydow|Chaim Topol|Ornella Muti,Mike Hodges,emperor|solar eclipse|prince|tv duel|fighter,111,Science Fiction,Dino De Laurentiis Company|Starling Films,94,5.8,1980
0.814856999999999,5000000.0,26010864.0,The Elephant Man,Anthony Hopkins|John Hurt|Anne Bancroft|John Gielgud|Wendy Hiller,David Lynch,exploitation|biography|hospital|curiosity|sideshow,124,Drama|History,Brooksfilms,329,7.6,1980
0.764524,3752316.162340903,41675194.0,Cheech & Chong's Next Movie,Cheech Marin|Tommy Chong|Evelyn Guerrero|Betty Kennedy|Paul Reubens,Tommy Chong,comedy|marijuana,99,Action|Adventure|Comedy,Universal Pictures,23,6.3,1980
0.707581999999999,3752316.162340903,4641089.515847268,Private Benjamin,Goldie Hawn|Eileen Brennan|Armand Assante|Robert Webber|Mary Kay Place,Howard Zieff,paris|role of women,109,Comedy,Warner Bros.,40,6.2,1980
0.681446,3752316.162340903,4641089.515847268,The Gods Must Be Crazy,N!xau|Michael Thys|Marius Weyers|Sandra Prinsloo|Louw Verwey,Jamie Uys,africa|airplane|present|bottle|botswana,109,Action|Comedy,CAT Films|Mimosa Films,128,7.2,1980
0.659181999999999,1000000.0,21378361.0,The Fog,Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh|John Houseman|Tom Atkins,John Carpenter,prophecy|sea|beach|gold|small town,89,Horror,AVCO Embassy Pictures|EDI|Debra Hill Productions,128,6.2,1980
0.646440999999999,3752316.162340903,4641089.515847268,Little Lord Fauntleroy,Ricky Schroder|Alec Guinness|Connie Booth|Eric Porter|Colin Blakely,Jack Gold,remake|lord,103,TV Movie|Family|Drama,Norman Rosemont Productions,30,6.5,1980
0.642289999999999,6000000.0,39846344.0,Caddyshack,Chevy Chase|Rodney Dangerfield|Ted Knight|Michael O'Keefe|Bill Murray,Harold Ramis,golf|underwear|sport|golf course|gopher,98,Comedy,Orion Pictures,192,6.5,1980
0.590127,6500000.0,31899000.0,Dressed to Kill,Michael Caine|Angie Dickinson|Nancy Allen|Keith Gordon|Dennis Franz,Brian De Palma,transvestism|taxi|prostitute|subway|shower,105,Horror|Mystery|Thriller,Filmways Pictures|Cinema 77 Films,60,6.7,1980
0.580747999999999,8000000.0,11715321.0,Used Cars,Kurt Russell|Jack Warden|Frank McRae|Gerrit Graham|Deborah Harmon,Robert Zemeckis,senate|fight|salesman|theft|car,113,Action|Comedy,Columbia Pictures Corporation,26,5.8,1980
0.521927,3000000.0,4641089.515847268,Inferno,Leigh McCloskey|Irene Miracle|Alida Valli|Daria Nicolodi|Gabriele Lavia,Dario Argento,witch,107,Horror|Thriller,Produzioni Intersound,48,6.2,1980
0.422847,3752316.162340903,4641089.515847268,Bronco Billy,Clint Eastwood|Sondra Locke|Geoffrey Lewis|Scatman Crothers|Bill McKinney,Clint Eastwood,love|cowboys|wild west show,116,Action|Comedy|Drama|Romance|Western,Warner Bros. Pictures,16,4.9,1980
